0.96329	1.06091	1.02027	0.99681	1.06915	0.96648	1.11334	0.99728	0.99894	0.94141	1.03771	0.97082
0.99432	0.95550	1.06866	0.99792	0.96988	0.98394	0.93504	0.93928	0.97932	0.93605	1.16284	0.93950
0.99283	0.95204	1.01324	1.01909	1.04084	1.00505	0.90305	1.04981	1.02244	1.02390	0.99816	1.04976
1.03391	0.99332	0.98900	0.97178	0.97661	1.03134	0.97448	0.93862	1.02228	0.97757	0.98971	1.02695
0.99027	0.97651	0.94009	1.03266	1.00026	1.01474	0.98191	0.91081	0.95074	1.00738	1.05711	0.93030
1.05247	1.01031	0.99677	0.99034	0.96766	0.96121	1.03616	0.95068	0.93895	0.93124	1.02168	1.00217
1.03364	1.05446	0.96236	0.96115	1.03279	0.97953	1.09997	0.96594	0.99589	0.97206	0.97386	1.01515
0.95069	0.97824	0.95769	0.99334	1.06087	0.97290	1.01115	0.98532	0.92097	1.05792	1.02435	0.95137
0.93416	1.02593	1.03134	0.94569	0.99891	1.04981	1.02804	0.89876	1.04566	0.99488	0.95741	0.89524
0.97339	0.96071	0.97424	1.03072	1.09675	0.99834	1.06090	1.00636	1.04987	0.93642	1.00977	1.01606
0.89194	0.96169	0.95096	1.05537	1.04397	1.06418	1.06560	0.94799	1.00239	1.04413	1.03319	0.99071
1.02855	0.95113	1.02357	1.07246	1.02849	0.97082	1.01329	0.89641	0.96958	0.93535	1.03801	1.02839
1.04168	0.90112	1.01656	1.03731	0.99971	1.09073	0.98891	0.89603	1.09347	0.94321	1.08880	1.04634
