-5.06054	-6.28875	-5.35369	-7.52940	-6.43693	0.02210	-1.28962	0.00250	-0.18091	-1.61230	-0.97258	3.73016	-0.87324	-3.18373
-4.36489	-6.94744	-5.86717	-6.49479	-6.94459	2.39133	-0.76206	1.67638	-2.32436	-3.64843	0.03020	2.46350	-0.78685	-1.75831
-5.43125	-6.04080	-5.27490	-7.08473	-6.87263	2.26066	0.89970	-0.90304	-0.91173	-1.73933	0.09475	3.46839	-0.44033	-2.28688
-5.30290	-6.97326	-5.09552	-6.55652	-6.39861	-1.34773	1.47711	0.10955	-1.35869	-1.58471	-0.57284	1.17957	-1.16435	-2.43146
-5.38457	-6.31430	-5.11411	-5.96754	-6.26200	-0.09459	0.33671	0.76425	-0.27856	-1.55888	-2.12238	0.28483	-0.62713	-2.07199
-4.86489	-6.42196	-5.22900	-7.26054	-6.38369	0.77968	-2.18859	2.60547	-0.80269	-2.83246	1.95124	1.54492	-0.52611	-2.38448
-5.48759	-5.77998	-5.06639	-5.98398	-6.79122	1.45776	0.06009	1.31420	0.21560	-1.04103	-0.56356	0.80497	-0.68583	-3.22610
-4.98566	-6.32200	-5.38147	-6.46351	-7.35152	0.75995	-0.84535	1.37861	-0.58886	-2.57745	-0.94312	1.83567	-1.07475	-2.54126
-5.20501	-5.64096	-5.20221	-6.72962	-7.73648	0.21753	1.29033	1.26357	0.15788	-1.40225	0.88247	3.15120	-0.56542	-1.93304
-5.19314	-7.18709	-5.23270	-6.25935	-6.43492	0.33739	-0.01698	0.90194	-0.53875	-2.82690	1.22718	-0.67879	-0.67532	-3.22491


















